DO,RTD,EC,PH,ORP
DO: 0.00,RTD: 25.30,EC: 6658.00,PH: 6.95,ORP: -217.00
DO: 3.35,RTD: 25.30,EC: 6662.00,PH: 6.95,ORP: -217.00
DO: 3.35,RTD: 25.30,EC: 6661.00,PH: 6.95,ORP: -217.00
DO: 3.35,RTD: 25.29,EC: 6665.00,PH: 6.95,ORP: -216.30
DO: 3.35,RTD: 25.30,EC: 6656.00,PH: 6.95,ORP: -213.20
DO: 3.35,RTD: 25.32,EC: 6661.00,PH: 6.94,ORP: -214.30
DO: 3.35,RTD: 25.35,EC: 6657.00,PH: 6.94,ORP: -214.70
DO: 3.35,RTD: 25.50,EC: 6653.00,PH: 6.94,ORP: -214.80
DO: 3.59,RTD: 25.51,EC: 6654.00,PH: 6.95,ORP: -215.00
DO: 3.35,RTD: 25.53,EC: 6654.00,PH: 6.95,ORP: -215.20
DO: 3.35,RTD: 25.55,EC: 6654.00,PH: 6.95,ORP: -215.30
DO: 3.59,RTD: 25.58,EC: 6653.00,PH: 6.95,ORP: -215.30
DO: 3.83,RTD: 25.60,EC: 6652.00,PH: 6.95,ORP: -215.50
DO: 3.35,RTD: 25.61,EC: 6648.00,PH: 6.95,ORP: -215.50
DO: 3.59,RTD: 25.62,EC: 6633.00,PH: 6.95,ORP: -215.50
DO: 3.59,RTD: 25.63,EC: 6653.00,PH: 6.95,ORP: -215.60
DO: 3.59,RTD: 25.65,EC: 6642.00,PH: 6.95,ORP: -215.50
DO: 3.59,RTD: 25.65,EC: 6640.00,PH: 6.94,ORP: -215.50
DO: 3.59,RTD: 25.66,EC: 6645.00,PH: 6.94,ORP: -215.60
DO: 3.59,RTD: 25.67,EC: 6643.00,PH: 6.94,ORP: -215.80
DO: 3.35,RTD: 25.68,EC: 6644.00,PH: 6.94,ORP: -215.80
DO: 3.59,RTD: 25.68,EC: 6652.00,PH: 6.93,ORP: -215.80
DO: 3.59,RTD: 25.69,EC: 6646.00,PH: 6.93,ORP: -215.80
DO: 3.35,RTD: 25.69,EC: 6645.00,PH: 6.93,ORP: -215.90
DO: 3.59,RTD: 25.69,EC: 6646.00,PH: 6.93,ORP: -216.00
DO: 3.59,RTD: 25.70,EC: 6643.00,PH: 6.93,ORP: -215.70
DO: 3.35,RTD: 25.70,EC: 6643.00,PH: 6.92,ORP: -215.80
DO: 3.59,RTD: 25.70,EC: 6640.00,PH: 6.92,ORP: -215.80
DO: 3.35,RTD: 25.70,EC: 6638.00,PH: 6.92,ORP: -215.80
DO: 3.59,RTD: 25.70,EC: 6634.00,PH: 6.91,ORP: -215.80
DO: 3.35,RTD: 25.70,EC: 6630.00,PH: 6.91,ORP: -215.70
DO: 3.35,RTD: 25.70,EC: 6633.00,PH: 6.91,ORP: -215.70
DO: 3.35,RTD: 25.70,EC: 6634.00,PH: 6.90,ORP: -215.70
DO: 3.59,RTD: 25.71,EC: 6629.00,PH: 6.90,ORP: -215.50
DO: 3.59,RTD: 25.70,EC: 6624.00,PH: 6.90,ORP: -215.30
DO: 3.59,RTD: 25.70,EC: 6626.00,PH: 6.90,ORP: -215.40
DO: 3.83,RTD: 25.69,EC: 6624.00,PH: 6.90,ORP: -215.30
DO: 3.59,RTD: 25.69,EC: 6637.00,PH: 6.90,ORP: -215.30
DO: 3.59,RTD: 25.69,EC: 6630.00,PH: 6.89,ORP: -215.10
DO: 3.59,RTD: 25.69,EC: 6620.00,PH: 6.89,ORP: -215.00
DO: 3.59,RTD: 25.68,EC: 6622.00,PH: 6.89,ORP: -214.90
DO: 3.83,RTD: 25.69,EC: 6621.00,PH: 6.89,ORP: -214.90
DO: 3.35,RTD: 25.70,EC: 6619.00,PH: 6.88,ORP: -214.50
DO: 3.83,RTD: 25.70,EC: 6620.00,PH: 6.88,ORP: -214.50
DO: 3.59,RTD: 25.71,EC: 6617.00,PH: 6.88,ORP: -214.10
DO: 3.59,RTD: 25.71,EC: 6620.00,PH: 6.88,ORP: -213.80
DO: 3.59,RTD: 25.71,EC: 6618.00,PH: 6.88,ORP: -213.50
DO: 3.59,RTD: 25.72,EC: 6618.00,PH: 6.88,ORP: -213.20
DO: 3.35,RTD: 25.72,EC: 6618.00,PH: 6.87,ORP: -212.70
DO: 3.59,RTD: 25.72,EC: 6617.00,PH: 6.87,ORP: -212.40
DO: 3.83,RTD: 25.72,EC: 6616.00,PH: 6.87,ORP: -212.20
DO: 3.35,RTD: 25.72,EC: 6614.00,PH: 6.87,ORP: -212.00
DO: 3.59,RTD: 25.72,EC: 6610.00,PH: 6.87,ORP: -211.80
DO: 3.83,RTD: 25.72,EC: 6609.00,PH: 6.86,ORP: -211.80
DO: 3.59,RTD: 25.72,EC: 6606.00,PH: 6.86,ORP: -211.60
DO: 3.59,RTD: 25.72,EC: 6607.00,PH: 6.86,ORP: -211.40
DO: 3.59,RTD: 25.71,EC: 6607.00,PH: 6.86,ORP: -211.20
DO: 3.59,RTD: 25.71,EC: 6609.00,PH: 6.86,ORP: -211.10
DO: 3.59,RTD: 25.71,EC: 6607.00,PH: 6.86,ORP: -211.10
DO: 3.59,RTD: 25.70,EC: 6604.00,PH: 6.85,ORP: -210.90
DO: 3.59,RTD: 25.70,EC: 6603.00,PH: 6.85,ORP: -210.90
DO: 3.59,RTD: 25.70,EC: 6616.00,PH: 6.85,ORP: -210.90
DO: 3.59,RTD: 25.70,EC: 6612.00,PH: 6.85,ORP: -210.90
DO: 3.59,RTD: 25.70,EC: 6590.00,PH: 6.85,ORP: -210.80
DO: 3.59,RTD: 25.70,EC: 6593.00,PH: 6.85,ORP: -210.80
DO: 3.59,RTD: 25.70,EC: 6589.00,PH: 6.85,ORP: -210.60
DO: 3.83,RTD: 25.70,EC: 6584.00,PH: 6.84,ORP: -210.60
DO: 3.35,RTD: 25.69,EC: 6584.00,PH: 6.85,ORP: -210.60
DO: 3.59,RTD: 25.69,EC: 6585.00,PH: 6.84,ORP: -210.50
DO: 3.59,RTD: 25.69,EC: 6586.00,PH: 6.84,ORP: -210.40
DO: 3.83,RTD: 25.69,EC: 6586.00,PH: 6.84,ORP: -210.30
DO: 3.59,RTD: 25.69,EC: 6581.00,PH: 6.84,ORP: -210.20
DO: 3.35,RTD: 25.69,EC: 6573.00,PH: 6.83,ORP: -210.00
DO: 3.83,RTD: 25.69,EC: 6559.00,PH: 6.84,ORP: -209.90
DO: 3.83,RTD: 25.68,EC: 6599.00,PH: 6.83,ORP: -209.90
DO: 3.83,RTD: 25.68,EC: 6575.00,PH: 6.82,ORP: -209.70
DO: 3.83,RTD: 25.68,EC: 6575.00,PH: 6.83,ORP: -209.80
DO: 3.83,RTD: 25.68,EC: 6569.00,PH: 6.83,ORP: -209.70
DO: 3.83,RTD: 25.68,EC: 6579.00,PH: 6.82,ORP: -209.70
DO: 3.59,RTD: 25.68,EC: 6571.00,PH: 6.83,ORP: -209.70
DO: 3.59,RTD: 25.67,EC: 6568.00,PH: 6.82,ORP: -208.90
DO: 3.35,RTD: 25.67,EC: 6540.00,PH: 6.81,ORP: -208.90
